address,categories,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categoryName,cid,city,claimThisBusiness,countryCode,imagesCount,isAdvertisement,locatedIn,locationlat,locationlng,menu,neighborhood,orderBy/0/name,orderBy/0/orderUrl,orderBy/0/url,orderBy/1/name,orderBy/1/orderUrl,orderBy/1/url,orderBy/2/name,orderBy/2/orderUrl,orderBy/2/url,orderBy/3/name,orderBy/3/orderUrl,orderBy/3/url,orderBy/4/name,orderBy/4/orderUrl,orderBy/4/url,orderBy/5/name,orderBy/5/orderUrl,orderBy/5/url,orderBy/6/name,orderBy/6/orderUrl,orderBy/6/url,orderBy/7/name,orderBy/7/orderUrl,orderBy/7/url,orderBy/8/name,orderBy/8/orderUrl,orderBy/8/url,orderBy/9/name,orderBy/9/orderUrl,orderBy/9/url,permanentlyClosed,phone,placeId,plusCode,postalCode,price,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,scrapedAt,searchPageUrl,searchString,state,street,subTitle,temporarilyClosed,title,totalScore,url,website
"101 Emanuel Cleaver II Blvd., Kansas City, MO 64112",,Hamburger restaurant,Fast food restaurant,,,,,,,,,,,Hamburger restaurant,1.11791E+19,Kansas City,TRUE,US,1032,FALSE,,39.0418588,-94.5854477,,101 Emanuel Cleaver II Blvd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 753-2244,ChIJGSXIp7_vwIcReyyEqaZHJJs,"2CR7+PR Kansas City, Missouri",64112,$,46,3997,2229,997,191,430,150,2022-12-02T18:02:06.476Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,101 Emanuel Cleaver II Blvd.,,FALSE,Winstead's Steakburgers,4.2,"https://www.google.com/maps/place/Winstead's+Steakburgers/@39.0418588,-94.5854477,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efbfa7c82519:0x9b2447a6a9842c7b!8m2!3d39.0418588!4d-94.5854477?hl=en",https://winsteadssteakburger.com/
"4749 Pennsylvania Ave, Kansas City, MO 64112",,Health food restaurant,American restaurant,Gluten-free restaurant,Mediterranean restaurant,New American restaurant,Organic restaurant,Vegan restaurant,Vegetarian restaurant,,,,,Health food restaurant,1.6525E+19,Kansas City,FALSE,US,574,FALSE,Floor 1 · Country Club Plaza,39.040465,-94.593679,,4749 Pennsylvania Ave,True Food Kitchen,,8.85402E+18,truefoodkitchen.com,http://order.truefoodkitchen.com/,truefoodkitchen.com,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 931-4947,ChIJacMxe97vwIcRhMIVyNd3VOU,"2CR4+5G Kansas City, Missouri",64112,$$,45,805,566,157,20,43,19,2022-12-02T18:02:09.273Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,4749 Pennsylvania Ave,,FALSE,True Food Kitchen,4.5,"https://www.google.com/maps/place/True+Food+Kitchen/@39.040465,-94.593679,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efde7b31c369:0xe55477d7c815c284!8m2!3d39.040465!4d-94.593679?hl=en",https://www.truefoodkitchen.com/kansascity
"4760 Broadway Blvd, Kansas City, MO 64112",,Fine dining restaurant,American restaurant,Chophouse restaurant,Seafood restaurant,Steak house,Wine bar,,,,,,,Fine dining restaurant,2.80751E+18,Kansas City,FALSE,US,1190,FALSE,Floor 1 · Country Club Plaza,39.0407096,-94.5919344,,4760 Broadway Blvd,thecapitalgrille.com,,https://www.thecapitalgrille.com/reservations?setRestaurant=8064&cmpid=br:tcg_ag:ie_ch:dry_ca:TCGGMB_sn:gmb_gt:kansas-city-mo-8064_pl:reservation_rd:1057,opentable.com,,https://www.opentable.com/restaurant/profile/2055?ref=1068,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 531-8345,ChIJgYcJpLfvwIcRUmjwzsJH9iY,"2CR5+76 Kansas City, Missouri",64112,$$$$,43,1626,1295,185,47,63,36,2022-12-02T18:02:15.262Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,4760 Broadway Blvd,,FALSE,The Capital Grille,4.6,"https://www.google.com/maps/place/The+Capital+Grille/@39.0407096,-94.5919344,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efb7a4098781:0x26f647c2cef06852!8m2!3d39.0407096!4d-94.5919344?hl=en",https://www.thecapitalgrille.com/locations/mo/kansas-city/kansas-city/8064?cmpid=br:tcg_ag:ie_ch:dry_ca:TCGGMB_sn:gmb_gt:kansas-city-mo-8064_pl:locurl_rd:1057
"6216 Troost Ave, Kansas City, MO 64110",,Chinese restaurant,,,,,,,,,,,,Chinese restaurant,6.16392E+18,Kansas City,FALSE,US,14,FALSE,,39.0141484,-94.5747549,,6216 Troost Ave,Postmates,,1.112E+19,UberEats,https://www.ubereats.com/store/china-feast/r4PhsJl7RoyT0qiv-Q3oNw/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,ubereats.com,chinafeastkcmo.com,https://troostave.chinafeastkcmo.com/,chinafeastkcmo.com,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 363-5151,ChIJDz7RSXDvwIcR9jhkqdijilU,"2C7G+M3 Kansas City, Missouri",64110,$,54,190,88,33,36,19,14,2022-12-02T18:02:20.625Z,"https://www.google.com/maps/search/restaurant/@38.9980641,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,6216 Troost Ave,,FALSE,China Feast,3.6,"https://www.google.com/maps/place/China+Feast/@39.0141484,-94.5747549,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0ef7049d13e0f:0x558aa3d8a96438f6!8m2!3d39.014148!4d-94.5747452?hl=en",
"1664 E 63rd St, Kansas City, MO 64110",,Fish restaurant,Fish and chips takeaway,,,,,,,,,,,Fish restaurant,5.89501E+18,Kansas City,FALSE,US,47,FALSE,Metro Plaza,39.014118,-94.5659637,,1664 E 63rd St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 921-0152,ChIJVdhNu6rvwIcRDjomDUxHz1E,"2C7M+JJ Kansas City, Missouri",64110,$$,51,152,92,15,33,7,5,2022-12-02T18:02:25.006Z,"https://www.google.com/maps/search/restaurant/@38.9980641,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,1664 E 63rd St,,FALSE,The District Fish & Pasta House,3.8,"https://www.google.com/maps/place/The+District+Fish+%26+Pasta+House/@39.014118,-94.5659637,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efaabb4dd855:0x51cf474c0d263a0e!8m2!3d39.014118!4d-94.5659637?hl=en",http://www.districtfishpastahouse.com/
"608 Ward Pkwy, Kansas City, MO 64112",,American restaurant,Bar,Restaurant,,,,,,,,,,American restaurant,1.31622E+19,Kansas City,FALSE,US,258,FALSE,Country Club Plaza,39.040177,-94.594741,,608 Ward Pkwy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 753-7850,ChIJnekLcLfvwIcRI3qzTmGgqbY,"2CR4+34 Kansas City, Missouri",64112,$$,40,923,531,247,25,94,26,2022-12-02T18:02:32.512Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,608 Ward Pkwy,,FALSE,The Granfalloon Restaurant And Bar,4.3,"https://www.google.com/maps/place/The+Granfalloon+Restaurant+And+Bar/@39.040177,-94.594741,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efb7700be99d:0xb6a9a0614eb37a23!8m2!3d39.0401922!4d-94.5946418?hl=en",http://www.thegranfalloon.com/
"4800 Main St Ste G-001, Kansas City, MO 64112",,Steak house,,,,,,,,,,,,Steak house,6.28927E+18,Kansas City,FALSE,US,1816,FALSE,,39.039155,-94.587396,,4800 Main St Ste G-001,stockhillkc.com,,https://www.stockhillkc.com/reservations,opentable.com,,https://www.opentable.com/restaurant/profile/269587?ref=1068,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 895-8400,ChIJObMau77vwIcRfodkd6H9R1c,"2CQ7+M2 Kansas City, Missouri",64112,$$$,39,1077,819,142,34,50,32,2022-12-02T18:02:40.668Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,4800 Main St Ste G-001,,FALSE,Stock Hill,4.6,"https://www.google.com/maps/place/Stock+Hill/@39.039155,-94.587396,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efbebb1ab339:0x5747fda17764877e!8m2!3d39.039155!4d-94.587396?hl=en",http://www.stockhillkc.com/
"401 Ward Pkwy, Kansas City, MO 64112",,Brasserie,Restaurant,,,,,,,,,,,Brasserie,1.02799E+19,Kansas City,TRUE,US,51,FALSE,InterContinental Kansas City at the Plaza,39.0389402,-94.5920355,,401 Ward Pkwy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 303-2945,ChIJgz_e5bnvwIcRNKnFGi95qY4,"2CQ5+H5 Kansas City, Missouri",64112,$$$,37,32,16,7,2,3,4,2022-12-02T18:02:48.371Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,401 Ward Pkwy,,FALSE,American Slang,4,"https://www.google.com/maps/place/American+Slang/@39.0389402,-94.5920355,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efb9e5de3f83:0x8ea9792f1ac5a934!8m2!3d39.0389402!4d-94.5920355?hl=en",https://www.americanslangrestaurant.com/
"Student Union, 5100 Cherry St Bldg. #216, Kansas City, MO 64110",,Fast food restaurant,Breakfast restaurant,Caterer,Chicken restaurant,Delivery service,Family restaurant,,,,,,,Fast food restaurant,8.50044E+18,Kansas City,FALSE,US,18,FALSE,PBE,39.0344196,-94.5809557,,"Student Union, 5100 Cherry St Bldg. #216",chick-fil-a.com,https://order.chick-fil-a.com/get-started,chick-fil-a.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 235-5080,ChIJI1TknZDvwIcRmv_8W0Ck93U,"2CM9+QJ Kansas City, Missouri",64110,$,36,94,41,22,16,10,5,2022-12-02T18:02:58.515Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,"Student Union, 5100 Cherry St Bldg. #216",,FALSE,Chick-fil-A,3.7,"https://www.google.com/maps/place/Chick-fil-A/@39.0344196,-94.5809557,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0ef909de45423:0x75f7a4405bfcff9a!8m2!3d39.0344196!4d-94.5809557?hl=en",https://www.chick-fil-a.com/universityofmissourikansascity
"5535 Troost Ave, Kansas City, MO 64110",,Restaurant,,,,,,,,,,,,Restaurant,1.76293E+19,Kansas City,FALSE,US,58,FALSE,,39.0258571,-94.5736392,,5535 Troost Ave,ChowNow,,1.52199E+19,Menufy,,1.5939E+19,reggaekitchenmo.com,http://reggaekitchenmo.com/,reggaekitchenmo.com,Seamless,https://www.seamless.com/menu/reggae-kitchen-5535-troost-ave-kansas-city/3306342?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,seamless.com,DoorDash,https://www.doordash.com/store/reggae-kitchen-kansas-city-588541/?pickup=true&utm_campaign=gpa,doordash.com,Grubhub,https://www.grubhub.com/restaurant/reggae-kitchen-5535-troost-ave-kansas-city/3306342?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,grubhub.com,UberEats,https://www.ubereats.com/store/reggae-kitchen/8GFptxRTXXumClcnwdexAw/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,ubereats.com,Postmates,https://www.postmates.com/store/reggae-kitchen/8GFptxRTXXumClcnwdexAw/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,postmates.com,,,,,,,FALSE,(816) 492-6191,ChIJ7SdqJ53vwIcRRd7naFAEqPQ,"2CGG+8G Kansas City, Missouri",64110,$,35,189,117,46,11,10,5,2022-12-02T18:03:05.247Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,5535 Troost Ave,,FALSE,Reggae Kitchen,4.3,"https://www.google.com/maps/place/Reggae+Kitchen/@39.0258571,-94.5736392,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0ef9d276a27ed:0xf4a8045068e7de45!8m2!3d39.0258646!4d-94.5737123?hl=en",http://reggaekitchenmo.com/
"450 Ward Pkwy, Kansas City, MO 64112",,Fondue restaurant,Fine dining restaurant,,,,,,,,,,,Fondue restaurant,4.75433E+18,Kansas City,FALSE,US,1191,FALSE,Country Club Plaza,39.0404827,-94.5932472,,450 Ward Pkwy,meltingpot.com,,https://www.meltingpot.com/reservations.aspx?location=kansas-city-mo,opentable.com,,https://www.opentable.com/restaurant/profile/4865?ref=1068,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 931-6358,ChIJ8bfi1rnvwIcR-jm2xMDC-kE,"2CR4+5P Kansas City, Missouri",64112,$$$,34,1159,758,186,102,78,35,2022-12-02T18:03:08.067Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,450 Ward Pkwy,,FALSE,The Melting Pot,4.3,"https://www.google.com/maps/place/The+Melting+Pot/@39.0404827,-94.5932472,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efb9d6e2b7f1:0x41fac2c0c4b639fa!8m2!3d39.0404827!4d-94.5932472?hl=en",https://www.meltingpot.com/kansas-city-mo/
"901 W 48th Pl, Kansas City, MO 64112",,American restaurant,Bar,,,,,,,,,,,American restaurant,1.74544E+18,Kansas City,FALSE,US,113,FALSE,Floor 5 · Country Club Plaza,39.0399534,-94.5981928,,901 W 48th Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 437-8420,ChIJPTLUmrbvwIcR2oRdcBcPORg,"2CQ2+XP Kansas City, Missouri",64112,$$$,33,188,124,37,10,10,7,2022-12-02T18:03:16.191Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,901 W 48th Pl,,FALSE,Parker at The Fontaine,4.4,"https://www.google.com/maps/place/Parker+at+The+Fontaine/@39.0399534,-94.5981928,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efb69ad4323d:0x18390f17705d84da!8m2!3d39.0399534!4d-94.5981928?hl=en",https://www.thefontainehotel.com/eat-and-drink/
"5500 Troost Ave, Kansas City, MO 64110",,Restaurant,American restaurant,,,,,,,,,,,Restaurant,5.35712E+18,Kansas City,FALSE,US,302,FALSE,,39.0270849,-94.5740634,,5500 Troost Ave,ChowNow,,1.52199E+19,Menufy,,1.5939E+19,Seamless,https://www.seamless.com/menu/urban-cafe-5500-troost-ave-kansas-city/1728233?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,seamless.com,Grubhub,https://www.grubhub.com/restaurant/urban-cafe-5500-troost-ave-kansas-city/1728233?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,grubhub.com,Postmates,https://www.postmates.com/store/urban-cafe/NaBLvu9rUyK7cJBJpnZkcw/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,postmates.com,UberEats,https://www.ubereats.com/store/urban-cafe/NaBLvu9rUyK7cJBJpnZkcw/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,ubereats.com,orderurbancafekc.com,https://www.orderurbancafekc.com/,orderurbancafekc.com,,,,,,,,,,FALSE,(816) 442-8891,ChIJT6HjMfDvwIcRsLFCMolSWEo,"2CGG+R9 Kansas City, Missouri",64110,$,30,487,395,65,10,9,8,2022-12-02T18:03:18.978Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,5500 Troost Ave,,FALSE,Urban Cafe,4.7,"https://www.google.com/maps/place/Urban+Cafe/@39.0270849,-94.5740634,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0eff031e3a14f:0x4a5852893242b1b0!8m2!3d39.0270849!4d-94.5740634?hl=en",http://www.urbancafekc.com/
"314 E 51st St, Kansas City, MO 64112",,Chinese restaurant,Asian restaurant,Restaurant,,,,,,,,,,Chinese restaurant,6.15956E+17,Kansas City,FALSE,US,213,FALSE,Floor 1 · Colonial Shops,39.0349456,-94.5834743,,314 E 51st St,Menufy,,1.5939E+19,kinlinkcmo.com,https://www.kinlinkcmo.com/,kinlinkcmo.com,Seamless,https://www.seamless.com/menu/kin-lin-314-e-51st-st-kansas-city/2666705?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,seamless.com,DoorDash,https://www.doordash.com/store/kin-lin-chinese-restaurant-kansas-city-186625/?pickup=true&utm_campaign=gpa,doordash.com,Caviar,https://www.trycaviar.com/store/kin-lin-chinese-restaurant-kansas-city-186625?pickup=true&utm_campaign=gpa,trycaviar.com,Grubhub,https://www.grubhub.com/restaurant/kin-lin-314-e-51st-st-kansas-city/2666705?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,grubhub.com,Postmates,https://www.postmates.com/store/kin-lin/aL7Z6ESVQb-DV7cokmlKyw/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,postmates.com,UberEats,https://www.ubereats.com/store/kin-lin/aL7Z6ESVQb-DV7cokmlKyw/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,ubereats.com,,,,,,,FALSE,(816) 561-4334,ChIJvU6MZr3vwIcRJZuMfsNQjAg,"2CM8+XJ Kansas City, Missouri",64112,$,26,479,244,96,71,39,29,2022-12-02T18:03:29.377Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,314 E 51st St,,FALSE,KIN LIN,3.9,"https://www.google.com/maps/place/KIN+LIN/@39.0349456,-94.5834743,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efbd668c4ebd:0x88c50c37e8c9b25!8m2!3d39.0349456!4d-94.5834743?hl=en",http://www.kinlinkcmo.com/#menu
"5107 Main St, Kansas City, MO 64112",,American restaurant,Breakfast restaurant,Brunch restaurant,Latin American restaurant,,,,,,,,,American restaurant,1.5699E+19,Kansas City,TRUE,US,777,FALSE,,39.0345375,-94.5871178,,5107 Main St,Toast,,1.19643E+19,Caviar,https://www.trycaviar.com/store/eggtc-kansas-city-926777?pickup=true&utm_campaign=gpa,trycaviar.com,DoorDash,https://www.doordash.com/store/eggtc-kansas-city-926777/?pickup=true&utm_campaign=gpa,doordash.com,UberEats,https://www.ubereats.com/store/eggtc/EqdwKqHfSfSItIUTg5xyRA/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,ubereats.com,Postmates,https://www.postmates.com/store/eggtc/EqdwKqHfSfSItIUTg5xyRA/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,postmates.com,,,,,,,,,,,,,,,,FALSE,(816) 561-0116,ChIJT-lGlLzvwIcRwU0p-nbz3dk,"2CM7+R5 Kansas City, Missouri",64112,$$,27,2207,1532,465,41,132,37,2022-12-02T18:03:31.906Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,5107 Main St,,FALSE,eggtc.,4.5,"https://www.google.com/maps/place/eggtc./@39.0345375,-94.5871178,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efbc9446e94f:0xd9ddf376fa294dc1!8m2!3d39.0345566!4d-94.587181?hl=en",http://eggtckc.com/
"4980 Main St, Kansas City, MO 64112",,Sushi restaurant,,,,,,,,,,,,Sushi restaurant,1.39695E+19,Kansas City,FALSE,US,653,FALSE,,39.0368187,-94.5874521,,4980 Main St,ChowNow,,1.52199E+19,Toast,,1.19643E+19,Toast Local,https://www.toasttab.com/local/order/prime-sushi-bar-4980-main-st/r-08d23f98-b8e0-4aa8-868b-1405955110a2?diningOption=takeout&rwg_token=AOfrVq4Jx9oya1MYGL8ZlzRyjCYC2rSOwesjGW8UQUz5kZfq2FhdM_E8hMEKvx1_GqsupFqOIH5l5wueCcX4hkzNO-II9MI2ow%3D%3D,toasttab.com,Grubhub,https://www.grubhub.com/restaurant/prime-sushi-bar-4980-main-st-kansas-city/1968389?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,grubhub.com,DoorDash,https://www.doordash.com/store/prime-sushi-bar-kansas-city-238671/?pickup=true&utm_campaign=gpa,doordash.com,Seamless,https://www.seamless.com/menu/prime-sushi-bar-4980-main-st-kansas-city/1968389?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,seamless.com,Caviar,https://www.trycaviar.com/store/prime-sushi-bar-kansas-city-238671?pickup=true&utm_campaign=gpa,trycaviar.com,UberEats,https://www.ubereats.com/store/prime-sushi/tQTxEe-QSjyli3_vFmcXFQ/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,ubereats.com,Postmates,https://www.postmates.com/store/prime-sushi/tQTxEe-QSjyli3_vFmcXFQ/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,postmates.com,,,,FALSE,(816) 931-4829,ChIJE0kybLzvwIcRv6hErUuH3cE,"2CP7+P2 Kansas City, Missouri",64112,$$,24,904,641,170,33,36,24,2022-12-02T18:03:40.851Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,4980 Main St,,FALSE,Prime Sushi On Main,4.5,"https://www.google.com/maps/place/Prime+Sushi+On+Main/@39.0368187,-94.5874521,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efbc6c324913:0xc1dd874bad44a8bf!8m2!3d39.0368337!4d-94.5873955?hl=en",https://www.primesushikc.com/
"4950 Main St, Kansas City, MO 64112",,Pizza restaurant,Family restaurant,Restaurant,,,,,,,,,,Pizza restaurant,1.0342E+19,Kansas City,FALSE,US,165,FALSE,,39.0371308,-94.5874592,,4950 Main St,Postmates,,1.112E+19,Seamless,https://www.seamless.com/menu/spin-pizza-4950-main-st-kansas-city/1755052?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,seamless.com,Grubhub,https://www.grubhub.com/restaurant/spin-pizza-4950-main-st-kansas-city/1755052?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,grubhub.com,UberEats,https://www.ubereats.com/store/spin%21-pizza-main-street/C7cHF8TKQwq6w33iAH9hzA/?utm_campaign=place-action-link&utm_medium=organic&utm_source=google,ubereats.com,myguestaccount.com,https://order.myguestaccount.com/menu/5f6d08d837ab46ab4fba506d,myguestaccount.com,,,,,,,,,,,,,,,,FALSE,(816) 561-7746,ChIJy3tsE7zvwIcROENwENcHho8,"2CP7+V2 Kansas City, Missouri",64112,$$,23,520,334,125,19,26,16,2022-12-02T18:03:49.420Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,4950 Main St,,FALSE,SPIN! Pizza,4.4,"https://www.google.com/maps/place/SPIN!+Pizza/@39.0371308,-94.5874592,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efbc136c7bcb:0x8f8607d710704338!8m2!3d39.0371433!4d-94.5873791?hl=en",http://www.spinpizza.com/
"5100 Cherry St, Kansas City, MO 64110",,Mexican restaurant,Breakfast restaurant,Burrito restaurant,Fast food restaurant,Spanish restaurant,Taco restaurant,Tex-Mex restaurant,,,,,,Mexican restaurant,3.79487E+18,Kansas City,FALSE,US,11,FALSE,University of Missouri-Kansas City Volker Campus,39.0344256,-94.5810319,,5100 Cherry St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,(816) 235-5080,ChIJz08HmZfvwIcRv6EjONcSqjQ,"2CM9+QH Kansas City, Missouri",64110,$,22,12,6,0,0,4,2,2022-12-02T18:03:56.419Z,"https://www.google.com/maps/search/restaurant/@39.0246406,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,5100 Cherry St,,FALSE,Baja Fresh,3.8,"https://www.google.com/maps/place/Baja+Fresh/@39.0344256,-94.5810319,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0ef9799074fcf:0x34aa12d73823a1bf!8m2!3d39.0344256!4d-94.5810319?hl=en",https://www.bajafresh.com/stores/mexican-food-kansas-city/30523?utm_source=gmb&utm_medium=gmb&utm_campaign=gmb&utm_id=gmb
"1336 E Meyer Blvd, Kansas City, MO 64131",,Seafood restaurant,Crab house,,,,,,,,,,,Seafood restaurant,1.56949E+18,Kansas City,FALSE,US,177,FALSE,New Landing Mall,39.0123515,-94.5717176,,1336 E Meyer Blvd,yummicrab.com,http://yummicrab.com/,yummicrab.com,DoorDash,https://www.doordash.com/store/yummi-crab-kansas-city-2519739/?pickup=true&utm_campaign=gpa,doordash.com,Seamless,https://www.seamless.com/menu/yummi-crab-1336-e-meyer-blvd-kansas-city/2735041?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,seamless.com,Grubhub,https://www.grubhub.com/restaurant/yummi-crab-1336-e-meyer-blvd-kansas-city/2735041?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,grubhub.com,UberEats,https://www.ubereats.com/store/yummi-crab/o_AVBT3eW52EVf4cumBFHg/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,ubereats.com,Postmates,https://www.postmates.com/store/yummi-crab/o_AVBT3eW52EVf4cumBFHg/?utm_campaign=place-action-link&diningMode=PICKUP&utm_medium=organic&utm_source=google,postmates.com,,,,,,,,,,,,,FALSE,(816) 333-8383,ChIJx99WFNPvwIcREUaCFu_2xxU,"2C6H+W8 Kansas City, Missouri",64131,,37,286,173,56,18,30,9,2022-12-02T18:04:06.608Z,"https://www.google.com/maps/search/restaurant/@38.9980641,-94.5930928,15z/data=!4m2!2m1!6e5?hl=en",restaurant,Missouri,1336 E Meyer Blvd,,FALSE,Yummi Crab,4.2,"https://www.google.com/maps/place/Yummi+Crab/@39.0123515,-94.5717176,17z/data=!3m1!4b1!4m5!3m4!1s0x87c0efd31456dfc7:0x15c7f6ef16824611!8m2!3d39.0123515!4d-94.5717176?hl=en",https://etapthru.com/restaurant.php?id=10365
